Report_title,Reporter_name,Incident_date,Day,time,Place,City,District,street,loot,loot_description,is_camera,loot_methodology,estemated_loot_value,Accused,weapon_existens,Accuseds_number,Accused_description,skin_colour,Nationality,Age,known_vehicle,accused_body,Report_content
حادثة سرقة منزل,هند المقرن,26/09/2021,Sunday,9:21,منزل,الرياض, الورود, الملك خالد,ذهب,"النوع سبيكة, العيار ",نعم,غير معروف," $13,471.00 ",معروف,لا,مجهول,نعم,سمراء,غير معروف,33-50,لا,,أنا هند المقرن أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44465 الوقت 09:21 في حي الورود شارع الملك خالد تمت سرقة ذهب بقيمة 13471 ريال سعودي
حادثة سرقة منزل,منى  القطحاني,16/08/2021,Monday,22:53,منزل,الرياض, الصحافة, الدائري (الرياض),جهاز منزلي,"النوع كنب, اللون برتقالي",نعم,كسر الباب," $10,872.00 ",معروف,لا,مجهول,نعم,حنطية,غير معروف,15-20,نعم,,أنا منى  القطحاني أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44424 الوقت 22:53 في حي الصحافة شارع الدائري (الرياض) تمت سرقة جهاز منزلي بقيمة 10872 ريال سعودي
حادثة سرقة شقة,محمد الرصيص,16/07/2021,Friday,11:59,شقة,الرياض, الخليج, الملك عبد الله,مبلغ مادي,المبلغ 48921,نعم,وجود مفتاح ," $48,921.00 ",مجهول,لا,معروف,لا,حنطية,غير معروف,15-20,لا,,أنا محمد الرصيص أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44393 الوقت 11:59 في حي الخليج شارع الملك عبد الله تمت سرقة مبلغ مادي بقيمة 48921 ريال سعودي
حادثة سرقة استراحة,نايف المشيقح,26/06/2021,Saturday,8:04,استراحة,الرياض, السليمانية, الأمير سعود بن محمد بن مقرن,مبلغ مادي,المبلغ 25364,لا,وجود مفتاح ," $25,364.00 ",معروف,نعم,مجهول,لا,حنطية,غير معروف,50+,لا,,أنا نايف المشيقح أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44373 الوقت 08:04 في حي السليمانية شارع الأمير سعود بن محمد بن مقرن تمت سرقة مبلغ مادي بقيمة 25364 ريال سعودي
حادثة سرقة قصر,لطيفة الشلهوب,13/03/2021,Saturday,19:17,قصر,الرياض, القدس, الأمير بدر بن عبد العزيز,سيارة,"النوع كوبيه, اللون كحلي",لا,وجود مفتاح ," $16,061.00 ",معروف,لا,معروف,لا,حنطية,غير معروف,27-32,لا,,أنا لطيفة الشلهوب أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44268 الوقت 19:17 في حي القدس شارع الأمير بدر بن عبد العزيز تمت سرقة سيارة بقيمة 16061 ريال سعودي
حادثة سرقة استراحة,نايف المشيقح,30/10/2021,Saturday,11:16,استراحة,الرياض, القيروان, هشام بن عبد الملك,مبلغ مادي,المبلغ 84570,لا,كسر الباب," $84,570.00 ",مجهول,نعم,معروف,لا,بيضاء,مصري,21-26,نعم,,أنا نايف المشيقح أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44499 الوقت 11:16 في حي القيروان شارع هشام بن عبد الملك تمت سرقة مبلغ مادي بقيمة 84570 ريال سعودي
حادثة سرقة استراحة,هند العتيبي,08/12/2021,Wednesday,13:16,استراحة,الرياض, المحمدية, الأمير سلطان بن عبد العزيز,جهاز منزلي,"النوع غسالة, اللون أحمر",لا,تسلق الجدار," $80,016.00 ",معروف,نعم,معروف,نعم,سمراء,غير معروف,15-20,نعم,,أنا هند العتيبي أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44538 الوقت 13:16 في حي المحمدية شارع الأمير سلطان بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 80016 ريال سعودي
حادثة سرقة شقة,سعد العتيبي,12/10/2021,Tuesday,5:40,شقة,الرياض, النرجس, خريص,مبلغ مادي,المبلغ 72089,لا,غير معروف," $72,089.00 ",مجهول,نعم,مجهول,نعم,سمراء,غير معروف,33-50,لا,,أنا سعد العتيبي أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44481 الوقت 05:40 في حي النرجس شارع خريص تمت سرقة مبلغ مادي بقيمة 72089 ريال سعودي
حادثة سرقة منزل,محمد القعود,10/10/2021,Sunday,21:57,منزل,الرياض, المغرزات, الأمير نايف بن عبد العزيز,مبلغ مادي,المبلغ 15372,لا,وجود مفتاح ," $15,372.00 ",معروف,نعم,مجهول,نعم,سمراء,صومالي ,27-32,لا,,أنا محمد القعود أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44479 الوقت 21:57 في حي المغرزات شارع الأمير نايف بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 15372 ريال سعودي
حادثة سرقة شقة,ندى الرصيص,22/10/2021,Friday,7:01,شقة,الرياض, المحمدية, أبي بكر الصديق (الرياض),مبلغ مادي,المبلغ 86318,نعم,غير معروف," $86,318.00 ",معروف,نعم,معروف,نعم,حنطية,غير معروف,33-50,نعم,,أنا ندى الرصيص أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44491 الوقت 07:01 في حي المحمدية شارع أبي بكر الصديق (الرياض) تمت سرقة مبلغ مادي بقيمة 86318 ريال سعودي
حادثة سرقة قصر,منى  الشلهوب,25/02/2021,Thursday,0:44,قصر,الرياض, الملك فيصل, الملك خالد,جهاز منزلي,"النوع كنب, اللون برتقالي",نعم,غير معروف," $96,553.00 ",مشكوك فيه,لا,مجهول,لا,حنطية,سعودي,15-20,لا,,أنا منى  الشلهوب أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44252 الوقت 00:44 في حي الملك فيصل شارع الملك خالد تمت سرقة جهاز منزلي بقيمة 96553 ريال سعودي
حادثة سرقة شقة,محمد القعود,20/04/2021,Tuesday,5:08,شقة,الرياض, أم الحمام الشرقي, العليا,سيارة,"النوع سيدان, اللون رصاصي",نعم,وجود مفتاح ," $82,176.00 ",مشكوك فيه,لا,مجهول,لا,بيضاء,غير معروف,27-32,لا,,أنا محمد القعود أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44306 الوقت 05:08 في حي أم الحمام الشرقي شارع العليا تمت سرقة سيارة بقيمة 82176 ريال سعودي
حادثة سرقة قصر,نايف الرصيص,15/03/2021,Monday,16:19,قصر,الرياض, الرمال, الأمير سلمان بن محمد بن سعود,جهاز منزلي,"النوع غسالة, اللون أسود",لا,غير معروف," $77,518.00 ",معروف,لا,معروف,نعم,حنطية,باكستاني,33-50,لا,,أنا نايف الرصيص أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44270 الوقت 16:19 في حي الرمال شارع الأمير سلمان بن محمد بن سعود تمت سرقة جهاز منزلي بقيمة 77518 ريال سعودي
حادثة سرقة استراحة,منى  الكريديس,21/04/2021,Wednesday,3:05,استراحة,الرياض, الرائد, الملك عبد الله,سيارة,"النوع فان, اللون كحلي",نعم,وجود مفتاح ," $86,510.00 ",مشكوك فيه,نعم,مجهول,لا,بيضاء,غير معروف,21-26,لا,,أنا منى  الكريديس أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44307 الوقت 03:05 في حي الرائد شارع الملك عبد الله تمت سرقة سيارة بقيمة 86510 ريال سعودي
حادثة سرقة استراحة,سعد الصفيان,05/07/2021,Monday,9:21,استراحة,الرياض, النفل, الدائري (الرياض),جهاز منزلي,"النوع تلفاز, اللون أسود",نعم,تسلق الجدار," $28,351.00 ",معروف,نعم,مجهول,لا,سمراء,باكستاني,33-50,نعم,,أنا سعد الصفيان أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44382 الوقت 09:21 في حي النفل شارع الدائري (الرياض) تمت سرقة جهاز منزلي بقيمة 28351 ريال سعودي
حادثة سرقة منزل,هند المقرن,09/06/2021,Wednesday,9:03,منزل,الرياض, المصيف, الأمير سلمان بن محمد بن سعود,مبلغ مادي,المبلغ 80580,نعم,تسلق الجدار," $80,580.00 ",مجهول,لا,مجهول,لا,حنطية,غير معروف,15-20,نعم,,أنا هند المقرن أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44356 الوقت 09:03 في حي المصيف شارع الأمير سلمان بن محمد بن سعود تمت سرقة مبلغ مادي بقيمة 80580 ريال سعودي
حادثة سرقة قصر,فاطمة الخميسي,05/01/2021,Tuesday,12:44,قصر,الرياض, المروج, الدائري (الرياض),مبلغ مادي,المبلغ 15979,نعم,غير معروف," $15,979.00 ",مجهول,نعم,معروف,نعم,حنطية,غير معروف,27-32,نعم,,أنا فاطمة الخميسي أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44201 الوقت 12:44 في حي المروج شارع الدائري (الرياض) تمت سرقة مبلغ مادي بقيمة 15979 ريال سعودي
حادثة سرقة منزل,تركي الصفيان,21/01/2021,Thursday,17:49,منزل,الرياض, الندى, الشيخ جابر الأحمد الصباح,ذهب,"النوع عقد, العيار 22",نعم,كسر الباب," $89,562.00 ",معروف,لا,مجهول,لا,بيضاء,بنقالي,15-20,نعم,,أنا تركي الصفيان أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44217 الوقت 17:49 في حي الندى شارع الشيخ جابر الأحمد الصباح تمت سرقة ذهب بقيمة 89562 ريال سعودي
حادثة سرقة شقة,هند الشلهوب,03/06/2021,Thursday,5:59,شقة,الرياض, النرجس, الملك عبد الله,سيارة,"النوع فان, اللون أزرق",لا,تسلق الجدار," $12,706.00 ",معروف,نعم,معروف,نعم,بيضاء,هندي,21-26,نعم,,أنا هند الشلهوب أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44350 الوقت 05:59 في حي النرجس شارع الملك عبد الله تمت سرقة سيارة بقيمة 12706 ريال سعودي
حادثة سرقة قصر,عبدالله العتيبي,18/01/2021,Monday,5:23,قصر,الرياض, الرمال, الأمير ماجد بن عبد العزيز,سيارة,"النوع هاتش باك, اللون أبيض",نعم,وجود مفتاح ," $20,894.00 ",مشكوك فيه,نعم,معروف,نعم,حنطية,غير معروف,33-50,لا,,أنا عبدالله العتيبي أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44214 الوقت 05:23 في حي الرمال شارع الأمير ماجد بن عبد العزيز تمت سرقة سيارة بقيمة 20894 ريال سعودي
حادثة سرقة شقة,نورة النفيسة,06/02/2021,Saturday,10:04,شقة,الرياض, المغرزات, أبي بكر الصديق (الرياض),ذهب,"النوع خاتم, العيار 18",لا,غير معروف," $45,360.00 ",مجهول,نعم,معروف,لا,سمراء,بنقالي,50+,نعم,,أنا نورة النفيسة أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44233 الوقت 10:04 في حي المغرزات شارع أبي بكر الصديق (الرياض) تمت سرقة ذهب بقيمة 45360 ريال سعودي
حادثة سرقة شقة,هند الخميسي,18/08/2021,Wednesday,20:01,شقة,الرياض, المصيف, عثمان بن عفان,ذهب,"النوع عقد, العيار 18",لا,غير معروف," $32,503.00 ",مشكوك فيه,لا,مجهول,نعم,سمراء,غير معروف,50+,لا,,أنا هند الخميسي أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44426 الوقت 20:01 في حي المصيف شارع عثمان بن عفان تمت سرقة ذهب بقيمة 32503 ريال سعودي
حادثة سرقة قصر,تركي النفيسة,12/01/2022,Wednesday,7:20,قصر,الرياض, الجنادرية, الملك فهد,سيارة,"النوع هاتش باك, اللون أزرق",نعم,وجود مفتاح ," $18,255.00 ",مشكوك فيه,لا,مجهول,نعم,سمراء,غير معروف,33-50,نعم,,أنا تركي النفيسة أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44573 الوقت 07:20 في حي الجنادرية شارع الملك فهد تمت سرقة سيارة بقيمة 18255 ريال سعودي
حادثة سرقة منزل,هند النفيسة,22/06/2021,Tuesday,18:11,منزل,الرياض, الغدير, الملك خالد,جهاز منزلي,"النوع غسالة, اللون أصفر",لا,غير معروف," $53,298.00 ",معروف,لا,مجهول,لا,سمراء,غير معروف,15-20,لا,,أنا هند النفيسة أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44369 الوقت 18:11 في حي الغدير شارع الملك خالد تمت سرقة جهاز منزلي بقيمة 53298 ريال سعودي
حادثة سرقة منزل,في الكريديس,10/09/2021,Friday,23:14,منزل,الرياض, المعذر, العليا,سيارة,"النوع هاتش باك, اللون أسود",لا,غير معروف," $52,732.00 ",معروف,نعم,معروف,لا,حنطية,سعودي,21-26,لا,,أنا في الكريديس أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44449 الوقت 23:14 في حي المعذر شارع العليا تمت سرقة سيارة بقيمة 52732 ريال سعودي
حادثة سرقة منزل,تركي الجريش,04/12/2021,Saturday,15:05,منزل,الرياض, العليا, الملك عبد العزيز,مبلغ مادي,المبلغ 68855,نعم,غير معروف," $68,855.00 ",مجهول,نعم,مجهول,لا,سمراء,باكستاني,27-32,نعم,,أنا تركي الجريش أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44534 الوقت 15:05 في حي العليا شارع الملك عبد العزيز تمت سرقة مبلغ مادي بقيمة 68855 ريال سعودي
حادثة سرقة منزل,هاجر الرصيص,30/09/2021,Thursday,0:24,منزل,الرياض, الندى, الأمير ناصر بن عبد العزيز,مبلغ مادي,المبلغ 31861,لا,وجود مفتاح ," $31,861.00 ",معروف,نعم,مجهول,لا,حنطية,غير معروف,21-26,نعم,,أنا هاجر الرصيص أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44469 الوقت 00:24 في حي الندى شارع الأمير ناصر بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 31861 ريال سعودي
حادثة سرقة شقة,عبدالرحمن القطحاني,08/01/2021,Friday,0:45,شقة,الرياض, النزهة, الحسن بن علي,ذهب,"النوع خاتم, العيار 24",نعم,وجود مفتاح ," $88,077.00 ",مجهول,نعم,مجهول,لا,حنطية,مصري,33-50,لا,,أنا عبدالرحمن القطحاني أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44204 الوقت 00:45 في حي النزهة شارع الحسن بن علي تمت سرقة ذهب بقيمة 88077 ريال سعودي
حادثة سرقة استراحة,سعد القطحاني,09/01/2021,Saturday,4:08,استراحة,الرياض, الرحمانية, الملك عبد الله,جهاز منزلي,"النوع كنب, اللون أزرق",نعم,كسر الباب," $82,930.00 ",مشكوك فيه,لا,معروف,نعم,بيضاء,غير معروف,33-50,نعم,,أنا سعد القطحاني أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44205 الوقت 04:08 في حي الرحمانية شارع الملك عبد الله تمت سرقة جهاز منزلي بقيمة 82930 ريال سعودي
حادثة سرقة استراحة,هاجر الخميسي,06/02/2021,Saturday,17:38,استراحة,الرياض, المرسلات, الحسن بن علي,ذهب,"النوع سبيكة, العيار 18",نعم,غير معروف," $11,789.00 ",مشكوك فيه,لا,معروف,لا,حنطية,هندي,27-32,لا,,أنا هاجر الخميسي أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44233 الوقت 17:38 في حي المرسلات شارع الحسن بن علي تمت سرقة ذهب بقيمة 11789 ريال سعودي
حادثة سرقة شقة,سعود الطاسان,05/07/2021,Monday,23:47,شقة,الرياض, الروضة, تركي الأول,ذهب,"النوع سبيكة, العيار 18",لا,غير معروف," $21,967.00 ",معروف,لا,مجهول,لا,سمراء,صومالي ,21-26,لا,,أنا سعود الطاسان أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44382 الوقت 23:47 في حي الروضة شارع تركي الأول تمت سرقة ذهب بقيمة 21967 ريال سعودي
حادثة سرقة قصر,سعد المالك,19/07/2021,Monday,6:23,قصر,الرياض, القيروان, الملك عبد العزيز,مبلغ مادي,المبلغ 66511,لا,غير معروف," $66,511.00 ",معروف,نعم,معروف,لا,حنطية,غير معروف,21-26,لا,,أنا سعد المالك أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44396 الوقت 06:23 في حي القيروان شارع الملك عبد العزيز تمت سرقة مبلغ مادي بقيمة 66511 ريال سعودي
حادثة سرقة استراحة,تركي الطاسان,04/08/2021,Wednesday,1:56,استراحة,الرياض, المغرزات, أبي بكر الصديق (الرياض),ذهب,"النوع سبيكة, العيار ",نعم,غير معروف," $23,412.00 ",مشكوك فيه,نعم,معروف,لا,بيضاء,غير معروف,33-50,لا,,أنا تركي الطاسان أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44412 الوقت 01:56 في حي المغرزات شارع أبي بكر الصديق (الرياض) تمت سرقة ذهب بقيمة 23412 ريال سعودي
حادثة سرقة استراحة,سعد الصفيان,03/10/2021,Sunday,14:10,استراحة,الرياض, الملقا, المغيرة بن شعبة,مبلغ مادي,المبلغ 62085,لا,تسلق الجدار," $62,085.00 ",معروف,لا,معروف,نعم,حنطية,هندي,27-32,نعم,,أنا سعد الصفيان أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44472 الوقت 14:10 في حي الملقا شارع المغيرة بن شعبة تمت سرقة مبلغ مادي بقيمة 62085 ريال سعودي
حادثة سرقة استراحة,منى  الخميسي,12/02/2021,Friday,4:59,استراحة,الرياض, الملك عبد الله, تركي الأول,مبلغ مادي,المبلغ 7497,لا,غير معروف," $7,497.00 ",معروف,لا,مجهول,لا,بيضاء,مصري,33-50,نعم,,أنا منى  الخميسي أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44239 الوقت 04:59 في حي الملك عبد الله شارع تركي الأول تمت سرقة مبلغ مادي بقيمة 7497 ريال سعودي
حادثة سرقة شقة,محمد النفيسة,22/12/2021,Wednesday,13:19,شقة,الرياض, التعاون, الملك عبد العزيز,سيارة,"النوع SUV , اللون أبيض",لا,غير معروف," $38,113.00 ",مجهول,نعم,معروف,نعم,بيضاء,غير معروف,50+,نعم,,أنا محمد النفيسة أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44552 الوقت 13:19 في حي التعاون شارع الملك عبد العزيز تمت سرقة سيارة بقيمة 38113 ريال سعودي
حادثة سرقة شقة,لطيفة الصفيان,23/11/2021,Tuesday,12:04,شقة,الرياض, القيروان, الأمير نايف بن عبد العزيز,مبلغ مادي,المبلغ 16237,لا,غير معروف," $16,237.00 ",مجهول,لا,معروف,لا,سمراء,باكستاني,27-32,نعم,,أنا لطيفة الصفيان أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44523 الوقت 12:04 في حي القيروان شارع الأمير نايف بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 16237 ريال سعودي
حادثة سرقة قصر,هاجر الجريش,20/11/2021,Saturday,3:27,قصر,الرياض, أم الحمام الغربي, الملك فهد,سيارة,"النوع سيدان, اللون أبيض",لا,تسلق الجدار," $37,421.00 ",مجهول,نعم,مجهول,نعم,حنطية,بنقالي,33-50,نعم,,أنا هاجر الجريش أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44520 الوقت 03:27 في حي أم الحمام الغربي شارع الملك فهد تمت سرقة سيارة بقيمة 37421 ريال سعودي
حادثة سرقة استراحة,محمد النفيسة,17/10/2021,Sunday,5:45,استراحة,الرياض, القادسية, الدائري (الرياض),مبلغ مادي,المبلغ 49103,نعم,غير معروف," $49,103.00 ",معروف,لا,معروف,نعم,حنطية,غير معروف,15-20,نعم,,أنا محمد النفيسة أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44486 الوقت 05:45 في حي القادسية شارع الدائري (الرياض) تمت سرقة مبلغ مادي بقيمة 49103 ريال سعودي
حادثة سرقة منزل,نايف المقرن,06/08/2021,Friday,15:39,منزل,الرياض, الحمراء, الشيخ جابر الأحمد الصباح,مبلغ مادي,المبلغ 56634,نعم,تسلق الجدار," $56,634.00 ",معروف,لا,معروف,لا,حنطية,غير معروف,27-32,نعم,,أنا نايف المقرن أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44414 الوقت 15:39 في حي الحمراء شارع الشيخ جابر الأحمد الصباح تمت سرقة مبلغ مادي بقيمة 56634 ريال سعودي
حادثة سرقة استراحة,عبدالرحمن المقرن,28/12/2021,Tuesday,15:41,استراحة,الرياض, القدس, العليا,مبلغ مادي,المبلغ 24851,لا,كسر الباب," $24,851.00 ",مجهول,نعم,مجهول,نعم,سمراء,بنقالي,27-32,نعم,,أنا عبدالرحمن المقرن أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44558 الوقت 15:41 في حي القدس شارع العليا تمت سرقة مبلغ مادي بقيمة 24851 ريال سعودي
حادثة سرقة منزل,عبدالرحمن الطاسان,02/08/2021,Monday,18:49,منزل,الرياض, الملك فهد, الشيخ جابر الأحمد الصباح,ذهب,"النوع سبيكة, العيار ",نعم,كسر الباب," $23,714.00 ",مجهول,نعم,مجهول,نعم,بيضاء,غير معروف,50+,لا,,أنا عبدالرحمن الطاسان أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44410 الوقت 18:49 في حي الملك فهد شارع الشيخ جابر الأحمد الصباح تمت سرقة ذهب بقيمة 23714 ريال سعودي
حادثة سرقة منزل,في العقيل,21/03/2021,Sunday,3:21,منزل,الرياض, القدس, الملك عبد العزيز,ذهب,"النوع سبيكة, العيار 14",نعم,غير معروف," $70,665.00 ",مجهول,نعم,مجهول,نعم,حنطية,غير معروف,50+,نعم,,أنا في العقيل أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44276 الوقت 03:21 في حي القدس شارع الملك عبد العزيز تمت سرقة ذهب بقيمة 70665 ريال سعودي
حادثة سرقة قصر,تركي العقيل,04/01/2022,Tuesday,4:36,قصر,الرياض, القادسية, الأمير ناصر بن عبد العزيز,جهاز منزلي,"النوع تلفاز, اللون أصفر",لا,غير معروف," $73,382.00 ",معروف,نعم,معروف,نعم,سمراء,باكستاني,27-32,لا,,أنا تركي العقيل أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44565 الوقت 04:36 في حي القادسية شارع الأمير ناصر بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 73382 ريال سعودي
حادثة سرقة قصر,في المشيقح,24/01/2021,Sunday,3:02,قصر,الرياض, الإزدهار, الملك عبد الله,ذهب,"النوع سبيكة, العيار ",نعم,غير معروف," $57,921.00 ",مشكوك فيه,نعم,معروف,لا,سمراء,هندي,27-32,لا,,أنا في المشيقح أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44220 الوقت 03:02 في حي الإزدهار شارع الملك عبد الله تمت سرقة ذهب بقيمة 57921 ريال سعودي
حادثة سرقة منزل,تركي الرصيص,16/02/2021,Tuesday,13:25,منزل,الرياض, الملك عبد الله, الأمير نايف بن عبد العزيز,ذهب,"النوع سبيكة, العيار ",لا,وجود مفتاح ," $30,169.00 ",معروف,نعم,مجهول,نعم,سمراء,غير معروف,33-50,نعم,,أنا تركي الرصيص أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44243 الوقت 13:25 في حي الملك عبد الله شارع الأمير نايف بن عبد العزيز تمت سرقة ذهب بقيمة 30169 ريال سعودي
حادثة سرقة استراحة,تركي النفيسة,02/02/2021,Tuesday,9:47,استراحة,الرياض, أشبيلية, الإمام سعود بن عبد العزيز بن محمد,مبلغ مادي,المبلغ 33173,لا,كسر الباب," $33,173.00 ",مجهول,لا,مجهول,نعم,حنطية,غير معروف,33-50,لا,,أنا تركي النفيسة أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44229 الوقت 09:47 في حي أشبيلية شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة مبلغ مادي بقيمة 33173 ريال سعودي
حادثة سرقة شقة,منى  النفيسة,31/03/2021,Wednesday,17:49,شقة,الرياض, أم الحمام الغربي, خريص,مبلغ مادي,المبلغ 94072,نعم,تسلق الجدار," $94,072.00 ",مشكوك فيه,لا,معروف,نعم,سمراء,غير معروف,50+,لا,,أنا منى  النفيسة أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44286 الوقت 17:49 في حي أم الحمام الغربي شارع خريص تمت سرقة مبلغ مادي بقيمة 94072 ريال سعودي
حادثة سرقة قصر,لطيفة الصفيان,25/01/2022,Tuesday,15:45,قصر,الرياض, المعذر, الملك خالد,مبلغ مادي,المبلغ 32950,نعم,غير معروف," $32,950.00 ",معروف,لا,مجهول,نعم,بيضاء,غير معروف,33-50,نعم,,أنا لطيفة الصفيان أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44586 الوقت 15:45 في حي المعذر شارع الملك خالد تمت سرقة مبلغ مادي بقيمة 32950 ريال سعودي
حادثة سرقة منزل,فاطمة الجريش,11/09/2021,Saturday,13:42,منزل,الرياض, الفلاح, الإمام سعود بن عبد العزيز بن محمد,ذهب,"النوع سبيكة, العيار 21",نعم,كسر الباب," $4,495.00 ",مشكوك فيه,لا,معروف,نعم,سمراء,هندي,15-20,لا,,أنا فاطمة الجريش أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44450 الوقت 13:42 في حي الفلاح شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة ذهب بقيمة 4495 ريال سعودي
حادثة سرقة استراحة,هاجر العقيل,07/12/2021,Tuesday,20:05,استراحة,الرياض, النرجس, الأمير بدر بن عبد العزيز,مبلغ مادي,المبلغ 58895,لا,تسلق الجدار," $58,895.00 ",مجهول,لا,مجهول,نعم,بيضاء,غير معروف,33-50,نعم,,أنا هاجر العقيل أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44537 الوقت 20:05 في حي النرجس شارع الأمير بدر بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 58895 ريال سعودي
حادثة سرقة قصر,سعد المشيقح,13/11/2021,Saturday,3:25,قصر,الرياض, غرناطة, هشام بن عبد الملك,ذهب,"النوع خاتم, العيار 18",نعم,غير معروف," $99,941.00 ",مشكوك فيه,نعم,مجهول,لا,سمراء,غير معروف,15-20,لا,,أنا سعد المشيقح أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44513 الوقت 03:25 في حي غرناطة شارع هشام بن عبد الملك تمت سرقة ذهب بقيمة 99941 ريال سعودي
حادثة سرقة شقة,لطيفة الصفيان,30/03/2021,Tuesday,4:00,شقة,الرياض, العقيق, خالد بن الوليد,ذهب,"النوع سبيكة, العيار 18",لا,غير معروف," $51,264.00 ",مجهول,نعم,مجهول,نعم,سمراء,صومالي ,21-26,لا,,أنا لطيفة الصفيان أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44285 الوقت 04:00 في حي العقيق شارع خالد بن الوليد تمت سرقة ذهب بقيمة 51264 ريال سعودي
حادثة سرقة شقة,سعود النفيسة,22/01/2021,Friday,6:16,شقة,الرياض, الرمال, العليا,سيارة,"النوع سيدان, اللون أزرق",لا,غير معروف," $77,745.00 ",معروف,نعم,مجهول,نعم,حنطية,هندي,21-26,لا,,أنا سعود النفيسة أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44218 الوقت 06:16 في حي الرمال شارع العليا تمت سرقة سيارة بقيمة 77745 ريال سعودي
